Entity,Code,Year,"Deaths that are from all causes attributed to smoking, in both sexes aged all ages",World Bank's income classification,"Deaths that are from all causes attributed to smoking, in both sexes aged all ages",Year
Mauritania,MRT,2022,,Lower-middle-income countries,703.1379,2019
Mauritius,MUS,1990,1025.9484,Lower-middle-income countries,1040.9441,2019
Mauritius,MUS,1991,998.95374,Lower-middle-income countries,1040.9441,2019
Mauritius,MUS,1992,999.49347,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,1993,1051.2449,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,1994,1056.1848,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,1995,1054.9603,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,1996,1075.8948,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,1997,1131.6934,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,1998,1089.3384,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,1999,1085.0557,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2000,1049.5103,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2001,1052.2521,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2002,1079.4047,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2003,1041.1349,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2004,1004.1251,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2005,980.98755,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2006,939.1,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2007,899.48535,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2008,912.2896,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2009,925.26587,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2010,886.83826,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2011,882.12573,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2012,870.6094,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2013,872.423,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2014,894.0795,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2015,912.31116,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2016,949.42944,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2017,964.2662,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2018,1008.2494,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2019,1040.9441,High-income countries,1040.9441,2019
Mauritius,MUS,1987,,Lower-middle-income countries,1040.9441,2019
Mauritius,MUS,1988,,Lower-middle-income countries,1040.9441,2019
Mauritius,MUS,1989,,Lower-middle-income countries,1040.9441,2019
Mauritius,MUS,2020,,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2021,,Upper-middle-income countries,1040.9441,2019
Mauritius,MUS,2022,,Upper-middle-income countries,1040.9441,2019
Mayotte,MYT,1990,,High-income countries,,
Mayotte,MYT,1991,,Upper-middle-income countries,,
Mayotte,MYT,1992,,Upper-middle-income countries,,
Mayotte,MYT,1993,,Upper-middle-income countries,,
Mayotte,MYT,1994,,Upper-middle-income countries,,
Mayotte,MYT,1995,,Upper-middle-income countries,,
Mayotte,MYT,1996,,Upper-middle-income countries,,
Mayotte,MYT,1997,,Upper-middle-income countries,,
Mayotte,MYT,1998,,Upper-middle-income countries,,
Mayotte,MYT,1999,,Upper-middle-income countries,,
Mayotte,MYT,2000,,Upper-middle-income countries,,
Mayotte,MYT,2001,,Upper-middle-income countries,,
Mayotte,MYT,2002,,Upper-middle-income countries,,
Mayotte,MYT,2003,,Upper-middle-income countries,,
Mayotte,MYT,2004,,Upper-middle-income countries,,
Mayotte,MYT,2005,,Upper-middle-income countries,,
Mayotte,MYT,2006,,Upper-middle-income countries,,
Mayotte,MYT,2007,,Upper-middle-income countries,,
Mayotte,MYT,2008,,Upper-middle-income countries,,
Mayotte,MYT,2009,,Upper-middle-income countries,,
Mayotte,MYT,2010,,Upper-middle-income countries,,
Mexico,MEX,1990,35970.07,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1991,36028.98,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1992,36534.19,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1993,37120.94,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1994,37512.61,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1995,38217.39,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1996,38618.516,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1997,39048.707,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1998,38984.82,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1999,38590.66,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2000,38026.312,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2001,37986.98,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2002,39086.81,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2003,40026.914,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2004,39781.098,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2005,40932.863,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2006,40551.17,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2007,40537.2,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2008,42618.445,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2009,43927.43,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2010,43720.668,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2011,43379.168,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2012,43600.41,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2013,45426.46,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2014,45624,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2015,45460.895,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2016,45745.37,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2017,47308.168,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2018,47393.2,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2019,48392.613,Upper-middle-income countries,48392.613,2019
Mexico,MEX,1987,,Lower-middle-income countries,48392.613,2019
Mexico,MEX,1988,,Lower-middle-income countries,48392.613,2019
Mexico,MEX,1989,,Lower-middle-income countries,48392.613,2019
Mexico,MEX,2020,,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2021,,Upper-middle-income countries,48392.613,2019
Mexico,MEX,2022,,Upper-middle-income countries,48392.613,2019
Micronesia (country),FSM,1990,132.63954,,167.32893,2019
Micronesia (country),FSM,1991,133.22572,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,1992,133.43903,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,1993,133.26903,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,1994,133.16313,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,1995,132.28233,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,1996,132.08565,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,1997,131.92552,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,1998,131.47688,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,1999,131.08916,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2000,130.31938,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2001,130.27272,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2002,130.36089,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2003,130.64749,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2004,131.45398,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2005,132.004,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2006,133.48366,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2007,135.59282,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2008,138.22539,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2009,140.8167,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2010,142.68942,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2011,144.94916,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2012,147.05243,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2013,149.62276,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2014,152.57283,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2015,155.30426,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2016,158.13193,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2017,160.99345,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2018,164.16484,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2019,167.32893,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2020,,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2021,,Lower-middle-income countries,167.32893,2019
Micronesia (country),FSM,2022,,Lower-middle-income countries,167.32893,2019
Middle East & North Africa (WB),,1990,141523.72,,268381.62,2019
Middle East & North Africa (WB),,1991,145367.5,,268381.62,2019
Middle East & North Africa (WB),,1992,149112.1,,268381.62,2019
Middle East & North Africa (WB),,1993,153456.39,,268381.62,2019
Middle East & North Africa (WB),,1994,157206.31,,268381.62,2019
Middle East & North Africa (WB),,1995,160057.44,,268381.62,2019
Middle East & North Africa (WB),,1996,162198.55,,268381.62,2019
Middle East & North Africa (WB),,1997,165553.36,,268381.62,2019
Middle East & North Africa (WB),,1998,168021.33,,268381.62,2019
Middle East & North Africa (WB),,1999,170679.27,,268381.62,2019
Middle East & North Africa (WB),,2000,171205.89,,268381.62,2019
Middle East & North Africa (WB),,2001,175018.61,,268381.62,2019
Middle East & North Africa (WB),,2002,179032.6,,268381.62,2019
Middle East & North Africa (WB),,2003,183696.31,,268381.62,2019
Middle East & North Africa (WB),,2004,185974.1,,268381.62,2019
Middle East & North Africa (WB),,2005,187966.83,,268381.62,2019
Middle East & North Africa (WB),,2006,191558.03,,268381.62,2019
Middle East & North Africa (WB),,2007,194777.38,,268381.62,2019
Middle East & North Africa (WB),,2008,199708.44,,268381.62,2019
Middle East & North Africa (WB),,2009,204321.88,,268381.62,2019
Middle East & North Africa (WB),,2010,207822.6,,268381.62,2019
Middle East & North Africa (WB),,2011,212467.98,,268381.62,2019
Middle East & North Africa (WB),,2012,217558.92,,268381.62,2019
Middle East & North Africa (WB),,2013,223475.16,,268381.62,2019
Middle East & North Africa (WB),,2014,229636.67,,268381.62,2019
Middle East & North Africa (WB),,2015,239247.52,,268381.62,2019
Middle East & North Africa (WB),,2016,246004.47,,268381.62,2019
Middle East & North Africa (WB),,2017,252361.36,,268381.62,2019
Middle East & North Africa (WB),,2018,260247.67,,268381.62,2019
Middle East & North Africa (WB),,2019,268381.62,,268381.62,2019
Middle Income (WB),,1990,2461346,,3543831,2019
Middle Income (WB),,1991,2523663.2,,3543831,2019
Middle Income (WB),,1992,2617499,,3543831,2019
Middle Income (WB),,1993,2746041.8,,3543831,2019
Middle Income (WB),,1994,2830189.8,,3543831,2019
Middle Income (WB),,1995,2860980.8,,3543831,2019
Middle Income (WB),,1996,2880864,,3543831,2019
Middle Income (WB),,1997,2889547.8,,3543831,2019
Middle Income (WB),,1998,2925196.2,,3543831,2019
Middle Income (WB),,1999,3007737.8,,3543831,2019
Middle Income (WB),,2000,3096806.5,,3543831,2019
Middle Income (WB),,2001,3145504.5,,3543831,2019
Middle Income (WB),,2002,3212262.5,,3543831,2019
Middle Income (WB),,2003,3262005.8,,3543831,2019
Middle Income (WB),,2004,3303791.5,,3543831,2019
Middle Income (WB),,2005,3322725.2,,3543831,2019
Middle Income (WB),,2006,3225027.8,,3543831,2019
Middle Income (WB),,2007,3188293,,3543831,2019
Middle Income (WB),,2008,3220564.8,,3543831,2019
Middle Income (WB),,2009,3247073.5,,3543831,2019
Middle Income (WB),,2010,3297849,,3543831,2019
Middle Income (WB),,2011,3289418,,3543831,2019
Middle Income (WB),,2012,3285080.8,,3543831,2019
Middle Income (WB),,2013,3282200,,3543831,2019
Middle Income (WB),,2014,3305913.5,,3543831,2019
Middle Income (WB),,2015,3328347.8,,3543831,2019
Middle Income (WB),,2016,3381886.8,,3543831,2019
Middle Income (WB),,2017,3406974.2,,3543831,2019
Middle Income (WB),,2018,3454683.2,,3543831,2019
Middle Income (WB),,2019,3543831,,3543831,2019
Moldova,MDA,1990,6152.9683,,5920.862,2019
Moldova,MDA,1991,6553.285,Lower-middle-income countries,5920.862,2019
Moldova,MDA,1992,6314.2373,Lower-middle-income countries,5920.862,2019
Moldova,MDA,1993,6605.9937,Lower-middle-income countries,5920.862,2019
Moldova,MDA,1994,7692.1284,Lower-middle-income countries,5920.862,2019
Moldova,MDA,1995,7963.327,Lower-middle-income countries,5920.862,2019
Moldova,MDA,1996,7478.2974,Low-income countries,5920.862,2019
Moldova,MDA,1997,6782.183,Low-income countries,5920.862,2019
Moldova,MDA,1998,6483.505,Low-income countries,5920.862,2019
Moldova,MDA,1999,6661.8037,Low-income countries,5920.862,2019
Moldova,MDA,2000,6710.729,Low-income countries,5920.862,2019
Moldova,MDA,2001,6610.2803,Low-income countries,5920.862,2019
Moldova,MDA,2002,6777.4224,Low-income countries,5920.862,2019
Moldova,MDA,2003,6938.0127,Low-income countries,5920.862,2019
Moldova,MDA,2004,6944.627,Low-income countries,5920.862,2019
Moldova,MDA,2005,7406.0576,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2006,7123.7207,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2007,7023.202,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2008,6911.914,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2009,6970.552,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2010,7237.5005,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2011,6426.6143,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2012,6459.3315,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2013,6200.7886,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2014,6496.4985,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2015,6769.744,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2016,6526.0654,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2017,6042.797,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2018,5993.9067,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2019,5920.862,Lower-middle-income countries,5920.862,2019
Moldova,MDA,2020,,Upper-middle-income countries,5920.862,2019
Moldova,MDA,2021,,Upper-middle-income countries,5920.862,2019
Moldova,MDA,2022,,Upper-middle-income countries,5920.862,2019
Monaco,MCO,1990,87.31466,,97.25216,2019
Monaco,MCO,1991,87.57691,,97.25216,2019
Monaco,MCO,1992,87.91655,,97.25216,2019
Monaco,MCO,1993,88.27892,,97.25216,2019
Monaco,MCO,1994,88.71031,High-income countries,97.25216,2019
Monaco,MCO,1995,89.17616,High-income countries,97.25216,2019
Monaco,MCO,1996,89.83459,High-income countries,97.25216,2019
Monaco,MCO,1997,90.632126,High-income countries,97.25216,2019
Monaco,MCO,1998,91.82476,High-income countries,97.25216,2019
Monaco,MCO,1999,93.486824,High-income countries,97.25216,2019
Monaco,MCO,2000,95.34591,High-income countries,97.25216,2019
Monaco,MCO,2001,96.824905,High-income countries,97.25216,2019
Monaco,MCO,2002,97.8551,High-income countries,97.25216,2019
Monaco,MCO,2003,98.63989,High-income countries,97.25216,2019
Monaco,MCO,2004,99.2001,High-income countries,97.25216,2019
Monaco,MCO,2005,99.504944,High-income countries,97.25216,2019
Monaco,MCO,2006,99.83038,High-income countries,97.25216,2019
Monaco,MCO,2007,99.86426,High-income countries,97.25216,2019
Monaco,MCO,2008,99.90542,High-income countries,97.25216,2019
Monaco,MCO,2009,100.24253,High-income countries,97.25216,2019
Monaco,MCO,2010,100.162224,High-income countries,97.25216,2019
Monaco,MCO,2011,100.08321,High-income countries,97.25216,2019
Monaco,MCO,2012,100.090385,High-income countries,97.25216,2019
Monaco,MCO,2013,100.120636,High-income countries,97.25216,2019
Monaco,MCO,2014,99.620995,High-income countries,97.25216,2019
Monaco,MCO,2015,98.79155,High-income countries,97.25216,2019
Monaco,MCO,2016,98.165146,High-income countries,97.25216,2019
Monaco,MCO,2017,97.76081,High-income countries,97.25216,2019
Monaco,MCO,2018,97.50737,High-income countries,97.25216,2019
Monaco,MCO,2019,97.25216,High-income countries,97.25216,2019
Monaco,MCO,2020,,High-income countries,97.25216,2019
Monaco,MCO,2021,,High-income countries,97.25216,2019
Monaco,MCO,2022,,High-income countries,97.25216,2019
Mongolia,MNG,1990,1953.7386,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,1991,2018.751,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,1992,2050.3606,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,1993,2103.4272,Low-income countries,3766.3916,2019
Mongolia,MNG,1994,2145.2507,Low-income countries,3766.3916,2019
Mongolia,MNG,1995,2244.5527,Low-income countries,3766.3916,2019
Mongolia,MNG,1996,2320.7825,Low-income countries,3766.3916,2019
Mongolia,MNG,1997,2315.9644,Low-income countries,3766.3916,2019
Mongolia,MNG,1998,2347.466,Low-income countries,3766.3916,2019
Mongolia,MNG,1999,2367.4104,Low-income countries,3766.3916,2019
Mongolia,MNG,2000,2404.24,Low-income countries,3766.3916,2019
Mongolia,MNG,2001,2505.5164,Low-income countries,3766.3916,2019
Mongolia,MNG,2002,2522.7566,Low-income countries,3766.3916,2019
Mongolia,MNG,2003,2527.6577,Low-income countries,3766.3916,2019
Mongolia,MNG,2004,2515.551,Low-income countries,3766.3916,2019
Mongolia,MNG,2005,2530.7437,Low-income countries,3766.3916,2019
Mongolia,MNG,2006,2527.7297,Low-income countries,3766.3916,2019
Mongolia,MNG,2007,2511.559,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2008,2544.9028,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2009,2660.693,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2010,2757.3901,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2011,2838.8352,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2012,2871.2217,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2013,2916.5146,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2014,2958.8054,Upper-middle-income countries,3766.3916,2019
Mongolia,MNG,2015,3058.9792,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2016,3248.352,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2017,3403.3354,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2018,3565.2349,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2019,3766.3916,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,1989,,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2020,,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2021,,Lower-middle-income countries,3766.3916,2019
Mongolia,MNG,2022,,Lower-middle-income countries,3766.3916,2019
Montenegro,MNE,1990,995.24066,,1760.5995,2019
Montenegro,MNE,1991,971.79517,,1760.5995,2019
Montenegro,MNE,1992,1000.3434,,1760.5995,2019
Montenegro,MNE,1993,1079.4049,,1760.5995,2019
Montenegro,MNE,1994,1145.9694,,1760.5995,2019
Montenegro,MNE,1995,1187.5824,,1760.5995,2019
Montenegro,MNE,1996,1234.4553,,1760.5995,2019
Montenegro,MNE,1997,1303.4684,,1760.5995,2019
Montenegro,MNE,1998,1329.7286,,1760.5995,2019
Montenegro,MNE,1999,1340.2788,,1760.5995,2019
Montenegro,MNE,2000,1371.5631,,1760.5995,2019
Montenegro,MNE,2001,1431.999,,1760.5995,2019
Montenegro,MNE,2002,1488.3452,,1760.5995,2019
Montenegro,MNE,2003,1544.833,,1760.5995,2019
Montenegro,MNE,2004,1592.2958,,1760.5995,2019
Montenegro,MNE,2005,1637.5026,,1760.5995,2019
Montenegro,MNE,2006,1659.6359,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2007,1673.9338,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2008,1684.1815,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2009,1701.6184,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2010,1701.0713,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2011,1715.0042,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2012,1709.1458,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2013,1729.8265,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2014,1752.7565,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2015,1774.9298,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2016,1789.4529,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2017,1797.1979,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2018,1772.4706,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2019,1760.5995,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2020,,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2021,,Upper-middle-income countries,1760.5995,2019
Montenegro,MNE,2022,,Upper-middle-income countries,1760.5995,2019
Morocco,MAR,1990,13526.064,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1991,13946.975,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1992,14650.322,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1993,15245.105,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1994,15259.988,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1995,15477.645,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1996,15510.703,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1997,15638.361,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1998,15792.567,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1999,16039.663,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2000,15575.668,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2001,15435.946,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2002,15178.965,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2003,15651.784,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2004,15795.024,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2005,16002.546,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2006,16255.56,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2007,16511.01,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2008,16707.016,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2009,16891.03,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2010,17038.297,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2011,17214.682,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2012,17558.816,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2013,19528.809,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2014,19679.283,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2015,19900.688,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2016,20203.37,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2017,20580.314,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2018,21001.883,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2019,21382.182,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1987,,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1988,,Lower-middle-income countries,21382.182,2019
Morocco,MAR,1989,,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2020,,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2021,,Lower-middle-income countries,21382.182,2019
Morocco,MAR,2022,,Lower-middle-income countries,21382.182,2019
Mozambique,MOZ,1990,4847.8315,Low-income countries,8057.9272,2019
Mozambique,MOZ,1991,4831.496,Low-income countries,8057.9272,2019
Mozambique,MOZ,1992,4865.628,Low-income countries,8057.9272,2019
Mozambique,MOZ,1993,4928.0947,Low-income countries,8057.9272,2019
Mozambique,MOZ,1994,4925.9204,Low-income countries,8057.9272,2019
Mozambique,MOZ,1995,4959.892,Low-income countries,8057.9272,2019
Mozambique,MOZ,1996,4993.9497,Low-income countries,8057.9272,2019
Mozambique,MOZ,1997,5044.285,Low-income countries,8057.9272,2019
Mozambique,MOZ,1998,5088.7715,Low-income countries,8057.9272,2019
Mozambique,MOZ,1999,5166.845,Low-income countries,8057.9272,2019
Mozambique,MOZ,2000,5303.4897,Low-income countries,8057.9272,2019
Mozambique,MOZ,2001,5315.855,Low-income countries,8057.9272,2019
Mozambique,MOZ,2002,5429.2095,Low-income countries,8057.9272,2019
Mozambique,MOZ,2003,5530.3794,Low-income countries,8057.9272,2019
Mozambique,MOZ,2004,5715.993,Low-income countries,8057.9272,2019
Mozambique,MOZ,2005,5929.817,Low-income countries,8057.9272,2019
Mozambique,MOZ,2006,6137.277,Low-income countries,8057.9272,2019
Mozambique,MOZ,2007,6340.6826,Low-income countries,8057.9272,2019
Mozambique,MOZ,2008,6601.4443,Low-income countries,8057.9272,2019
Mozambique,MOZ,2009,6830.0225,Low-income countries,8057.9272,2019
Mozambique,MOZ,2010,7104.809,Low-income countries,8057.9272,2019
Mozambique,MOZ,2011,7360.3403,Low-income countries,8057.9272,2019
Mozambique,MOZ,2012,7601.9473,Low-income countries,8057.9272,2019
Mozambique,MOZ,2013,7784.6646,Low-income countries,8057.9272,2019
Mozambique,MOZ,2014,7898.968,Low-income countries,8057.9272,2019
Mozambique,MOZ,2015,7948.414,Low-income countries,8057.9272,2019
Mozambique,MOZ,2016,7979.8843,Low-income countries,8057.9272,2019
Mozambique,MOZ,2017,8007.202,Low-income countries,8057.9272,2019
Mozambique,MOZ,2018,8031.959,Low-income countries,8057.9272,2019
Mozambique,MOZ,2019,8057.9272,Low-income countries,8057.9272,2019
Mozambique,MOZ,1987,,Low-income countries,8057.9272,2019
Mozambique,MOZ,1988,,Low-income countries,8057.9272,2019
Mozambique,MOZ,1989,,Low-income countries,8057.9272,2019
Mozambique,MOZ,2020,,Low-income countries,8057.9272,2019
Mozambique,MOZ,2021,,Low-income countries,8057.9272,2019
Mozambique,MOZ,2022,,Low-income countries,8057.9272,2019
Myanmar,MMR,1990,70098.58,Low-income countries,60038.74,2019
Myanmar,MMR,1991,71191.01,Low-income countries,60038.74,2019
Myanmar,MMR,1992,71949.02,Low-income countries,60038.74,2019
Myanmar,MMR,1993,72575.016,Low-income countries,60038.74,2019
Myanmar,MMR,1994,72984.77,Low-income countries,60038.74,2019
Myanmar,MMR,1995,73225,Low-income countries,60038.74,2019
Myanmar,MMR,1996,73333.484,Low-income countries,60038.74,2019
Myanmar,MMR,1997,73249.56,Low-income countries,60038.74,2019
Myanmar,MMR,1998,73069.87,Low-income countries,60038.74,2019
Myanmar,MMR,1999,72761.766,Low-income countries,60038.74,2019
Myanmar,MMR,2000,72271.4,Low-income countries,60038.74,2019
Myanmar,MMR,2001,71783.984,Low-income countries,60038.74,2019
Myanmar,MMR,2002,71157.18,Low-income countries,60038.74,2019
Myanmar,MMR,2003,70288.07,Low-income countries,60038.74,2019
Myanmar,MMR,2004,70000.445,Low-income countries,60038.74,2019
Myanmar,MMR,2005,68772.62,Low-income countries,60038.74,2019
Myanmar,MMR,2006,67893.35,Low-income countries,60038.74,2019
Myanmar,MMR,2007,66506.76,Low-income countries,60038.74,2019
Myanmar,MMR,2008,65134.39,Low-income countries,60038.74,2019
Myanmar,MMR,2009,64396.273,Low-income countries,60038.74,2019
Myanmar,MMR,2010,63289.473,Low-income countries,60038.74,2019
